,X,Y,Z
641,2.62033,3.52737,2.12359
642,2.56452,3.52653,2.11438
643,2.50655,3.52628,2.09752
644,2.44662,3.52648,2.07224
645,2.38503,3.52694,2.03852
646,2.32203,3.52751,1.9957
647,2.25829,3.52793,1.94421
648,2.1946,3.52805,1.8839
649,2.13191,3.52757,1.81531
650,2.07133,3.52631,1.73919
651,2.01427,3.52401,1.65599
652,1.9622,3.52048,1.56699
653,1.91695,3.51544,1.47326
654,1.88034,3.50873,1.37602
655,1.85445,3.50014,1.27679
656,1.84137,3.48949,1.177
657,1.84332,3.4766,1.0782
658,1.86281,3.46132,0.981526
659,1.90197,3.44352,0.888732
660,1.96321,3.42308,0.801067
661,2.04885,3.3999,0.719544
662,2.16107,3.37388,0.645232
663,2.30189,3.345,0.578784
664,2.47333,3.31318,0.520994
665,2.67707,3.27844,0.471568
666,2.91474,3.24077,0.430732
667,3.18752,3.20029,0.398429
668,3.49652,3.15701,0.373629
669,3.84254,3.11113,0.355557
670,4.22618,3.06278,0.343495
671,4.64761,3.01219,0.335874
672,5.10683,2.95962,0.331494
673,5.60357,2.90539,0.328779
674,6.13709,2.8499,0.326315
675,6.7067,2.79354,0.322524
676,7.311,2.73684,0.316319
677,7.9486,2.68036,0.306052
678,8.61778,2.62468,0.290969
679,9.31637,2.57047,0.270286
680,10.042,2.51849,0.243555
681,10.7921,2.46952,0.210328
682,11.5634,2.42444,0.170948
683,12.3529,2.38406,0.125896
684,13.1568,2.34935,0.0759374
685,13.9714,2.32129,0.0222628
686,14.7926,2.30082,-0.0337565
687,15.616,2.28885,-0.0901081
688,16.4371,2.28633,-0.145134
689,17.2515,2.29409,-0.1968
690,18.0543,2.31295,-0.242912
691,18.8411,2.34351,-0.281503
692,19.6071,2.38636,-0.310465
693,20.3478,2.44186,-0.328237
694,21.059,2.51018,-0.333071
695,21.7363,2.59143,-0.323987
696,22.3762,2.68534,-0.299882
697,22.9752,2.79154,-0.260502
698,23.5301,2.90935,-0.205662
699,24.0385,3.0379,-0.135889
700,24.4981,3.17618,-0.0523101
701,24.9072,3.32285,0.043884
702,25.2646,3.4765,0.150619
703,25.5694,3.6355,0.265403
704,25.8214,3.7981,0.385569
705,26.0206,3.96257,0.507683
706,26.1677,4.12694,0.628769
707,26.2635,4.28939,0.745272
708,26.3092,4.4482,0.853241
709,26.3064,4.60153,0.949651
710,26.2569,4.74787,1.03095
711,26.1627,4.88571,1.09444
712,26.0261,5.01375,1.13782
713,25.8495,5.13108,1.15894
714,25.6352,5.23678,1.1568
715,25.3859,5.3303,1.13061
716,25.1042,5.41122,1.08098
717,24.7927,5.47945,1.00845
718,24.454,5.53502,0.914762
719,24.0906,5.57814,0.802383
720,23.705,5.60937,0.673744
721,23.2995,5.6292,0.532331
722,22.8766,5.63835,0.381534
723,22.4382,5.63761,0.225574
724,21.9864,5.6278,0.0682831
725,21.5232,5.60978,-0.0861948
726,21.0504,5.58445,-0.234269
727,20.5693,5.55272,-0.372247
728,20.0818,5.51527,-0.496767
729,19.5891,5.47293,-0.60471
730,19.0923,5.42632,-0.694036
731,18.5926,5.37612,-0.762862
732,18.0907,5.32274,-0.809714
733,17.5876,5.26666,-0.8339
734,17.0838,5.20823,-0.835613
735,16.58,5.14764,-0.814989
736,16.0764,5.08515,-0.773133
737,15.5733,5.02094,-0.711826
738,15.0706,4.95517,-0.632628
739,14.5686,4.88791,-0.537996
740,14.067,4.81933,-0.430512
741,13.5657,4.7495,-0.312736
742,13.0644,4.67865,-0.187761
743,12.5629,4.6069,-0.0581074
744,12.0608,4.53446,0.0731177
745,11.5579,4.46156,0.20349
746,11.0538,4.38849,0.330306
747,10.5486,4.31546,0.451456
748,10.042,4.24284,0.565172
749,9.53433,4.17088,0.669582
750,9.02561,4.09994,0.76342
751,8.51631,4.03035,0.845442
752,8.007,3.96234,0.915167
753,7.49862,3.89622,0.972213
754,6.99199,3.83223,1.01602
755,6.48842,3.77056,1.04725
756,5.98932,3.71142,1.06569
757,5.4964,3.65489,1.07252
758,5.01135,3.6011,1.06815
759,4.53617,3.55012,1.05351
760,4.07304,3.50195,1.03009
761,3.62411,3.45661,0.998871
762,3.19158,3.4141,0.961413
763,2.77791,3.37438,0.919142
764,2.38514,3.33741,0.873696
765,2.01557,3.30316,0.826629
766,1.67113,3.27156,0.779466
767,1.35387,3.24262,0.733674
768,1.06529,3.21623,0.690299
769,0.806875,3.19238,0.650785
770,0.579751,3.17105,0.616021
771,0.384661,3.15218,0.586667
772,0.222219,3.13577,0.563301
773,0.09252,3.12177,0.546229
774,-0.0046074,3.1102,0.535529
775,-0.0696762,3.10104,0.531234
776,-0.103441,3.09427,0.532769
777,-0.106915,3.08991,0.539959
778,-0.0815275,3.08796,0.552368
779,-0.0288929,3.08842,0.569245
780,0.0491744,3.09128,0.589842
781,0.150932,3.09655,0.613669
782,0.274203,3.10422,0.640189
783,0.41672,3.11426,0.668417
784,0.576347,3.12661,0.69834
785,0.750618,3.14124,0.729123
786,0.937346,3.15803,0.760974
787,1.13408,3.17689,0.792976
788,1.33848,3.19765,0.825118
789,1.54813,3.22014,0.857328
790,1.76073,3.24416,0.889248
791,1.97402,3.26947,0.920841
792,2.18554,3.29583,0.951202
793,2.39324,3.32296,0.980175
794,2.59495,3.35056,1.00701
795,2.78835,3.37831,1.03093
796,2.97161,3.40591,1.05096
797,3.14278,3.43303,1.0661
798,3.30002,3.45935,1.07486
799,3.44194,3.48457,1.07615
800,3.56702,3.50837,1.06864
